comment,sentiment
Wow . Una pregunta  como puedo aprender mas hacerca opereitor y trabajar con las iA en mi empreza ?,5 stars
seguimos la IA desde 2019,4 stars
"Está bien poder hacer un trabajo,informe...etc;En pocos minutos, pero añadiendo uno mismo tablas,fotografías,
imágenes...etc. Si no el profesor, entrevistador, tu jefe  ,pueden darse cuenta de que lo haces con alguna IA o parece sacado de Wikipedia.",3 stars
1 y medio,3 stars
2 años,2 stars
NOV DEL 2023,1 star
"Chatgpt destroza a deepseek , no duro ni una semana hahhahah",1 star
Únete al SAP Innovation Day Aquí: https://events.sap.com/es/sap-innovation-day-imparables/es/home?source=paid-email-ad-JonHernandez,5 stars
"Vi la notificación del OpenAI anunciando Deep Research, pero me dije: ""Bueno, ya mañana lo explicará Jon mejor"" :)
¡Sigan así con el canal!",5 stars
Nos traéis la actualidad semanal de un modo muy útil... Muchas gracias por vuestro gran trabajo.,5 stars
"Si consigues una AGI automáticamente obtienes una singularidad, si existe una singularidad ya es imposible controlar algo mas inteligente que nosotros.",2 stars
Osea que si se podía más barato?   Nos querían ver la cara,2 stars
"No soy un abogado, y me pregunto si la nueva ley americana de IA, en caso de aprobarse, supone el fin de la publicación de ""papers"" de IA...

Lo que también significa el final del ""que inventen otros"" tan predominante en Europa: si los gobiernos europeos quieren crear IAs nacionales, van a tener que ponerse las pilas en investigación, o quedar condenados a replicar únicamente la tecnología que existe hasta ahora (que puede quedar obsoleta en poco tiempo).",1 star
"Es alucinante la humillación que han recibido con DeepSeek. Abierto, barato, cadena de pensamiento. Les ha forzado a moverse. Qué grande!",5 stars
"Hay que darle TODO EL PODER A LA IA Open Source, antes que los mezquinos poderosos tomen el control.",2 stars
"Esto ya es imparable, salvo que haya un control absoluto del mundo y eso es imposible.",3 stars
"hermano los políticos no son ninguna solución nunca, no sirven ni para las cosas mundanas, menos van a servir en el campo que abre la IA. los que tienen que debatir son solamente los tecnicos y profesionales en foros abiertos y mediante DAOs (Decentralized Autonomous Organization) registrando el voto de cada especialista en la blockchain para ver en todo momento y lugar quien fue el responsable de cada voto",1 star
"Que tal Jon. Gracias al tema de DeepSeek encontre tu canal sobre IA y lo estoy siguiendo, realmente muy interesante y necesario. El tema que hoy tocas sobre los primeros atisbos de Conciencia en la IA me parece algo que siempre nos ha preocupado, sobretodo pensando en la posibilidad futura de fusion entre lo artificial y lo biologico. Una de las persona que ha tocado este tema de la Conciencia en la IA fue Howard Gardner, conocido por el tema de las Inteligencias Multiples, un tema apasionante. Les dejo este link donde Gardner toca este tema de la Conciencia en la IA y que creo les puede interesar a muchos. Un saludo desde la hermosa isla de Malta y por supuesto seguire los siguientes programas de tu canal con tan buena informacion y actualidad sobre el tema de la IA. Aca les dejo el link del video:

https://youtu.be/sKv_4ADKnYs?si=9GmCYmTGtx6mICqi",4 stars
"Hola Jon, podrías compartir por X el informe sobre las relaciones entre EEUU y China que te ha hecho deep research para que podamos analizar más a fondo qué tal es el resultado? Muchas gracias!!",5 stars
"Aconsejo que Jon deje de decir las frases recurrentes: «básicamente», «la realidad es», «con lo cuál», y unos cuántos más. Se que es difícil hablar durante tanto tiempo y no caer en latiguillos, pero debería ser el objetivo.

Por otro lado, recomiendo encarecidamente que en el vídeo de noticias se centre en las noticias y no de su opinión. Es lícito que lo haga, pero son vídeos muy largos y los que entramos al vídeo de noticias no es por la opinión que, además, podemos o no estar de acuerdo, y en ninguno de los dos casos nos es útil su opinión.",3 stars
"Excelente  @JonHernandez, ya nos tenes acostumbrados con estos videos bien completos.. gracias!",5 stars
"Hola Jon estoy interesado en comprar un plaud, comentaste sobre un descuento. Cómo lo activamos???",1 star
"Muchas gracias por explicar las noticias de ia actuales de forma tan clara que cualquiera pueda entender para mi la gran pregunta es la ia al final tendrán conciencia propia y derechos y todo a lo que aplica como robots humanodies con ia es abrumador lo rápido que toso esto sucede 
¡Gran video!",5 stars
"Entre el Máster de Jon y los videos de novedades, no me da la vida ni para ir al wc.",2 stars
Esto me hace recordar al sujeto que botaron de Google por decir que la IA tenía conciencia pues al parecer según el padrino de la IA ya ocurrió...,3 stars
Se vienen cositas!,3 stars
"No creo que sea muy inteligente no preguntarse el como hace las cosas, porque eso nos puede abrir puertas a nuevas preguntas a cosas que no sabemos y investigar sobre ello.
Merci por el aporte ! :)",5 stars
29:00 se ve que no has oido hablar del caso Snowden...,1 star
Deep Research sí va a molar. La actualización del modelo de voz también es un enorme acierto.,5 stars
"Gran trabajo,,,",5 stars
"No he escuchado hablar sobre la seguridad en DeepSeek relacionado a las restricciones en las repuestas que nos puedan brindar.  Por ejemplo si se le hace preguntas como ""dime como puedo hacer un malware informático?, etc",1 star
"Jon eres un cagao , que metan quinta ya y vamos a por la ASI.",1 star
"¡Increíble análisis! Este contenido es top, claro y actualizado. Gracias por mantenernos al día con IA.",5 stars
"Muchas gracias por las noticias. Mañana, al directo de cabeza.",5 stars
"El directo será brutal , ahí estaremos!!",5 stars
Ya va bien que sean largos los videos por mi encantado. Gran trabajo John como siempre gracias.,5 stars
Para el Directo de Deep Research: Hazme una estrategia de inversión empezando con 1000€ y que multiplique por 100 en 4 años,5 stars
"Mirarse ANIMATRIX, concretamente  el segundo renacimiento capitulo 1 y 2... vais a flipar con lo que ocurriria si la IA es capaz de mejorarse a si misma.",3 stars
"Sama ya ha dicho en Twitter que el “one more thing” no era Deep Research, así que todavía nos queda una sorpresa más",3 stars
"Este Canal ya se ha convertido en vocero de OpenIA, un completo fanboy lastima parecia mas independiente y objetivo",5 stars
"Gracias por el video, Deep Research se ve bueno y puede tener mucha utilidad, como para hacer un informe preliminar de un campo especifico.",4 stars
"Que gran video, estectacular. Gracias por esa información tan valiosa sobre las últimas novedades de la AI. Felicitaciones",5 stars
"Gracias por tenernos al día con lo último sobre IA ,  gran trabajo.",5 stars
Muchas gracias John Dios te bendiga siempre crack,5 stars
"En LATAM, si debemos considerar consumir productos y servicios de otros mercados, ya que EEUU no nos ven como algo relevante, nuestro dinero vale para otras economías",2 stars
Que los políticos digan q haga la ia. Pero si los políticos son los mas incompetentes para ese trabajo,2 stars
¿Por qué tendría la Súper AI que estar bajo nuestro control?,1 star
Deep Research es ahora la mejor AI disponible. Parece ser capaz ya no solo de ayudar sino de sustituir completamente a un departamento.,5 stars
Jon es como Juan Bautista que abre los cielos y deja oir: He aqui mi IA amada en quien tengo complacencia.,5 stars
El efecto DeepSeek,4 stars
"Decídete porque si quieres más opensource, sea de china o de quien sea, tendrás que asumir que eso hará que haya más riesgo de que todo se descontrole, que por lo visto te da mucho miedo, así que si no queremos eso, habrá que aguantarse y vivir sin el opensource y conformarnos con los juguetitos inofensivos de IA, pero jamás tendremos acceso o veremos una IA ni remotamente cercana a una superinteligente .
Yo estoy seguro que aparte de que no permitirán importar o exportar tecnología IA con china lo van a restringir a nivel general, pronto pasará que el solo hecho de intentar hacer ingeniería inversa, clonar modelos destilados, tener, usar o coquetear con modelos IA de tan alto nivel, provenientes de donde sea, no solo de china, va a ser el delito máximo a perseguir. Me juego la cabeza que por norma general será un tema de seguridad nacional en todo el mundo, y que generará un nivel de persecución nunca antes visto, intentar programar y generar ""en tu casa"" una IA con superinteligencia será tratado tan severamente como a quien pillen intentando fabricar bombas ""en su casa"", será literalmente tratado como terrorismo en potencia. Creo que no hay mejor predicción que esta y que pronto se terminará la fiesta y el asombro por ver el avance y el crecimiento de la IA hacia la superinteligencia, eso no pasará, será cortado de raíz y solo veremos a esa IA niña o adolescente que es ahora y cuando se logre la superinteligencia, no nos enteraremos directamente, o sea que ya no podremos asombrarnos de lo que es capaz de hacer, en todo caso se verá de a poco con indicios y cosas extrañas que empiecen a pasar, pero jamás, nunca nunca nunca podremos tener el efecto wow como el el que tuvimos con sora al ver de lo que es capaz una superinteligencia, es más, roguemos por que nunca nos enteremos de lo que es capaz, y si algún día pasa tendremos que agarrarnos bien fuerte!  porque ahí si que  veremos que la habrán cagado muy muy mal!",2 stars
"Deepseek ya van saliendo cosas, al final no tenia tan poco poder de computo y luego hay otra cosa que tener en cuenta, china no es europa o estados unidos doden antes de montar un centro de datos debes hacer un plan ecologista de impacto, donde el KW de lux es enormemente mas barato, donde lo que un ingeniro de europa cobra en china pagas 5, si tenemos todos estos puntos encuenta es mas barato si, pero no como nos dicen",2 stars
Muy fan de la foto de Jon con el tatuaje jajaajaja. Punto para el editor,5 stars
Me parece al menos curioso que alguien se fie  mas del modelo americano que del chino y acto seguido comentas una ley en donde te pueden meter 20 años de cárcel por usar una IA China.  Sinceramente dificil elección.,2 stars
"Estimados, ¿alguien sabe cómo es que las grandes compañías lidian con el tema de privacidad de la información al implementar este tipo de herramientas?
Les agradecería artículos, noticias o su opinión al respecto",2 stars
"Gracias, excelente como siempre.",5 stars
"Buenísimo video  como siempre ,  gracias",5 stars
"Todos necesitamos un modelo razonador, lonque pasa es que todos los usaremos para casi todo cuando cueste 0.00005 por consulta y tarde 0.05 segundos en responder.",1 star
Lo que acaban de hacer en Berckley por 30 dolares no tiene nombre...,1 star
todas las semanas lanzan algo nuevo xd y si trabajan callados y terminan algo? como todas las semanas presentan algo incompleto. al final la vida no a cambiado en nada para el usuario comun,2 stars
El hombre de: Tremendamente y básicamente.,5 stars
"brutal video!!!
un abrazo",1 star
... Sobre el tema de los chips.... No se podrían haber reutilizado todas las GPUs sobrantes de la mineria Bitcoin para procesar IAs?,3 stars
"Eres genial Jon cuando le dijiste: ""No, gracias"" en la funcionalidad vision.",5 stars
"Dos futuros muy diferentes para el mundo dice, uno con un monopolio de estados unidos y otro con competencia, quieren ahogar la competencia para poder manipular todo.",4 stars
¿Si chatGPT es tan bueno porque Sam Altman no le pide que genere una nomenclatura clara y entendible para nombrar a sus modelos?,3 stars
"Teniendo en cuenta que en China se glorifica la copia, es poco adecuado compartir información ""sensible"" con Deepseek",2 stars
Excelente tu canal y los videos!!!,5 stars
La conciencia es algo inherente las. Máquinas no podrán tener cnciwncia. Pero. Si una lógica de supervivencia y adaptada a lo. Que conoce del ser humano  es decir  actúa como un.ser humano porque aprende sé él más no porque tenga conciencia como tampoco alma solo una lógica avanzada es mi opinion,3 stars
"Mientras grandes corporaciones como Microsoft o Google intentan invertir muchos recursos para no quedarse atrás en el mundo de las IA, no entiendo muy bien qué postura está tomando Apple, pareciera que no participan de esta carrera.",2 stars
La opción de proyectos estuvo antes en Claude.,3 stars
"La IA debe mostrar las soluciones de mejora, pero nunca dejar que implemente las soluciones por ella misma. 
Yo a un hijo pequeño nunca lo dejaría irse a vivir solo, nunca sabes cómo puede acabar...

Y si lo hacen, que sea en entornos ""totalmente aislados"" y con fines de estudio",2 stars
"No es lo mismo mandar datos a Estados Unidos. Por ejemplo, si en China obtienen secretos comerciales o tecnología con propiedad intelectual, tanto en USA como China se puede tomar esa info, Pero en China van a poder comercializar productos con esa tecnología robada, Pero si lo hace una empresa estadounidense la puedes demandar, suerte demandando a una empresa en China.",1 star
Gracias por la info,5 stars
26:00 me recuerda a la última película de mision imposible jajaja,5 stars
Alguien que me pueda ayudar con un resumen para poder entender bien el tema,4 stars
"Ya antes de ver nada, que lo veré... esa portada de video, la de sorprendido/asustado, es terrible!!!!   dicho esto... Gran trabajo.",5 stars
"A mí lo que me preocupa es lo que pueda hacer el gobierno americano, más ahora que tiene un futuro chungo, lo que ha hecho hasta hora, solo con lo sabido, se ponen ya los pelos de punta. Y luego hablan del ""libre mercado"". El problema no es la IA, el problema se llama capitalismo, imperialismo y colonización cultural.",2 stars
"La mentira de DeepSeek con su R1 sale a la luz: necesitó 1,6 mil millones y más de 50.000 GPU de NVIDIA para IA, un coste total 400 veces más alto",1 star
Que alguien le de al botón PAUSA... esto no para.,1 star
Habría que preguntarle a la IA cuál es la diferencia que nota en las retinas y que le permite hacer diferencia entre hombres y mujeres,3 stars
Que tal si esa ia que se puede auto mejorar ya existe y los gobiernos y empresas la estén auto mejorando ahora mismo?,1 star
"DeepSeek destilación de ChatGPT, yo en mis pruebas en local, el DeepSeek me dice que es ChatGPT. xD",1 star
Sigo pensando que 200 euros es una auténtica locura,1 star
"Como es el egoismo y paranoia, ojalá ese ley para compartir información de modelos IA No pase.",1 star
Así que OPEN-AI va a pasar a ser CLOSE-AI xDDDDD cómo cambia el cuento!,3 stars
"A ver eso de que el gobierno americano no mete mano en los servidores de las empresas de IA… permíteme que lo dude  
Otra cosa es que sean más “discretos” al hacerlo o los utilicen solo para algunas cosas, pero acceso tienen seguro",3 stars
"Lo mejor de esta charla es la respuesta a la pregunta de qué puede  estudiar un joven en el futuro.  La respuesta es hermosa! "" Ningún robot puede tener un mejor mecánismo que nuestras manos"" Nuestro cuerpo es la mejor inteligencia natural que nada lo reemplazará. 
""Lo que nos queda es interactuar los unos con los otros""",5 stars
"Definitivamente mi tema favorito, cuándo el hablo acerca de cómo lo miraban a él cuando hablaba de la inteligencia artificial en décadas atrás, me vi a mi mismo. Yo les hablaba a mis compañeros acerca de estos temas y ellos ni les importaba.

He tomado la decisión de seguir la universidad estudiando lo que más amo, aunque eso signifique sacarme un riñón para lograrlo🫠",5 stars
