comment,sentiment
"Hice literalmente igual la pregunta sobre series a Deepseek y además de una extraordinaria respuesta, me generó tres tablas: una con el análisis de las mejores serie, otra con los mejores años de la televisión y una tabla resumen de tendencias. Contexto histórico y evolución de las series, hitos clave, análisis económico (costes vs éxito), entre otros aspectos. Total 8 páginas de Word muy bien redactadas.
OpenAI va a tener que ponerle ganas a ChatGPT porque los consumidores SIEMPRE prefieren el mejor producto al mejor precio. En teoría económica se denomina ""bienes sustitutos"".",5 stars
"Fuerza Juan, seguro la próxima saldrá todo perfecto! Buen contenido como siempre.",5 stars
"La icónica frase ""quiero un informe encima de mi mesa!"" nunca volverá a ser lo mismo.",1 star
Necesitamos una IA que le avise al que este haciendo streaming cuando el sonido esta mal y la posible solución.,3 stars
El café debía estar cargado hoy...,1 star
"Con Deep Seek, acabo de realizar un calculo estructural de una vivienda, en 1 minuto, es realmente Fantastico",5 stars
Cada vez más las universidades lo van a tener más difícil para titular profesionales que de verdad hagan investigación y sepan escribir por si mismos y la industria va a empezar a exigir otras cosas menos falseables que un título.,1 star
"[ 1:01:00 ] No sabes la de médicos de la sanidad pública que me han tocado, que se sienten atacados solo por que el paciente ha consultado su problema con alguien más que no sea otro médico y ya tiene cierta idea para preguntar en consulta. Les jode muchisimo que lo busques por google, porque es tiempo de consulta que pierden en aclararte algo y incluso convencerte de que no es lo que has leído, imagina si ahora vas con resultados más directos de una IA, las broncas van a ser la hostia, porque solo imaginar que alguien pueda haberse encontrado rastros de un posible cáncer, lo consulte, no le manden al oncólogo y luego de cancer cuando lo sabía por la IA, ya me dirás qué cara se te queda con las citas y largas esperas que hay para consulta, más el tiempo perdido.",1 star
"Siempre que veo un vídeo de Jon, lo primero que hago es comprobar si la velocidad de reproducción está en 2x. Pero no, no lo está",2 stars
GRACIAS espectacular contenido siempre,5 stars
"Pienso que luego la información disponible para hacer investigación, será la producida por la IA y también pienso que los investigadores no publicarán informacion en la web para restringir que este disponible a la IA",3 stars
"Como médico, considero que el punto sobre la segunda opinión es interesante, aunque tiene matices. Es una herramienta muy útil, y de hecho la utilizo con frecuencia en mi práctica. Sin embargo, creo que la diferencia clave radica en el enfoque: cuando consulto a Chat GPT mis preguntas están dirigidas a reforzar o contrastar un diagnóstico con un criterio clínico bien definido. En cambio, cuando un paciente busca una segunda opinión en la IA, las respuestas pueden tener un enfoque distinto, lo que en algunos casos podría generar más confusión que beneficio.

¡Un saludo y excelente video!",3 stars
"Muchas gracias por el vídeo Jon!, hablando de esto de la implementación de la IA, (tu anterior vídeo daba miedo y esperanzas a partes iguales), creo que si hablamos de su utilización de forma uniforme por la sociedad, el problema es la implementación, a la mayoría de los mortales nos parece increíble que la IA tenga la solución a las enfermedades, obvio, pero estaría guay que nos ayudase a automatizar procesos infinitamente menos complejos pero que sí serían de gran ayuda en nuestro día a día, hasta que no se integren, hasta que no nos ayuden a ese nivel de procesos bajos empresariales, por poner un ejemplo, nadie la utilizará a gran escala, eso creo yo.",2 stars
"yo desde hace un año, pero más intensamente desde hace 3 meses. Gracias por tus videos",5 stars
"a prtir de la hora se empezo a cortar a cada
momento. pero el primer segmento perfecto. gracias por la información. gracias a todos",5 stars
Esto es increíble  el impacto que tendrá,5 stars
"Si, estoy de acuerdo.",3 stars
"sería bueno que usaras el modo oscuro en tu pc, porque el cambio de tu set oscuro y el modo claro de la pantalla que usas lastima la vista",3 stars
"Lo más relevante de una investigación es que la misma IA diseñe una hipótesis de trabajo, plantee una metodología apropiada para demostrarla, elabore sus propios argumentos con pruebas, demostraciones, etc., y finalmente elabore una conclusión en la que realmente aporte un conocimiento nuevo en una disciplina.",5 stars
"El experimento del falso ""efecto cuántico de transmutación biológica"" (o como se llamase) fue una prueba interesante, buen trabajo.",4 stars
Excelente explicación. Llevo 1 año estudiando el tema y creo que esté es el mejor video para dar una introducción general al tema de Inteligencia Artificial para aquellos que no están dentro del campo de estudio o solo tienen curiosidad por saber de qué trata todo esto.,5 stars
"¡Esto merece más apoyo de lo que ya tiene! Este tipo es realmente bueno explicando, mejor que mis maestros jaja.",5 stars
"Profe, usted es de los mejores maestros del mundo!",5 stars
"Hay mucha matemática detrás de las técnicas de redes neuronales.....hay mucho material que podrías profundizar, encantadisímo de tus valiosos aportes....",5 stars
"Gracias Ribéry!! No solo me has enseñado de buen fútbol, ahora también de inteligencia artificial!",5 stars
"Tus vídeos son siempre muy interesantes, la calidad de ellos va a mejor en cada uno.",5 stars
"Como abogado estoy casi en las antípodas de las matemáticas, pero este canal me gusta muchísimo.",5 stars
"Excelente, preciso y bien explicado ... Saludos desde República Dominicana 🇩🇴🇩🇴🇩🇴",5 stars
"Excelente explicación, muchas gracias.",5 stars
"muy buena fase introductoria , para aquellos que como yo , hace más de 30 años , conversabamos  sobre inteligencia artificial, es emocionante  y apasionante  estar viviendo esta realidad , es como un sueño realizado en este plano , y nos gustaría profundizar más en el uso de sus  aplicaciones, Gracias",5 stars
SINCERAMENTE LE FELICITO. USTED TIENE UNA DIDÁCTICA MUY EFECTIVA PARA EXPLICAR CON SENCILLEZ Y A LA VEZ CIENTÍFICAMENTE LA INTELIGENCIA ARTIFICIAL. LE REITERO MIS FELICITACIONES. SIGA ADELANTE,5 stars
"Gracias Eduardo por compartir tu conocimiento. Un video conciso que explica eso de lo que todos hablan pero nadie sabe explicar bien que es. Sin vueltas, sin palabras de más. Ejemplos muy cercanos, de la diaria. No tenía idea de la relación del captcha y la AI. Una maravilla.",5 stars
