comment,sentiment
"Convierte tu idea en un NEGOCIO MUY RENTABLE con la Inteligencia Artificial (rápido y fácil): https://www.consultoria.uno/curso-online-convierte-tu-idea-en-un-negocio-rentable
 Aprende ChatGPT DESDE CERO con el mejor curso online para principiantes: https://www.consultoria.uno/el-mejor-curso-online-de-chatgpt-desde-cero
 Si estás comenzando a usar la Inteligencia Artificial y QUIERES CREAR IMÁGENES, VOCES y TEXTOS de manera fácil, sencilla y muy barata, usa ""CREAPRO"": https://ia-actual.com/creapro-genera-textos-imagenes-voces-con-las-mejores-plataformas-y-muy-barato/
 Entra en el mejor curso online para CRECER EN YOUTUBE y ganar mucho dinero con tu canal: https://www.consultoria.uno/como-ganar-dinero-en-youtube-el-mejor-curso-online-reduccion-matricula
 Aprende a CONSEGUIR MÁS CLIENTES aprovechando al máximo el mundo online y la inteligencia artificial con el Programa ""GO"": https://www.consultoria.uno/programa-go-aprende-a-conseguir-clientes-en-internet-web
 Aprende a EDITAR VÍDEOS COMO UN PROFESIONAL con el mejor curso online: https://www.consultoria.uno/curso-online-aprende-a-editar-tus-videos-desde-cero
 Suscríbete a MI NEWSLETTER GRATUITA de Inteligencia Artificial y mantente al día:  https://www.consultoria.uno/suscribete-newsletter-inteligencia-artificial
 Visita mi periódico digital sobre Inteligencia Artificial: https://ia-actual.com/
 Entra en MI NUEVO CANAL PRIVADO Y GRATUITO de whatsapp: https://whatsapp.com/channel/0029Vay2cIjD38CUhRmPIa2i  (Publico información exclusiva que no digo en ningún otro lugar).",5 stars
"SUPER TODO LO QUE VIENE ES MAS SIEMPRE QUE SE OCUPE Y TRABAJE CON RESPONSABILIDAD Y RESPETO! 
FELICIDADES POR EL CANAL, POR EL DIARIO Y POR TODO, APASIONANTE TODO JAVIER. 
GRACIAS  S&V",5 stars
Se ve tan real. Wow! Excelente video master!,5 stars
"Hola javier, como estas?, saludos desde chile, yo soy tecnico audiovisual de profesion gracias a Dios, y la verdad es que lo que sucede con la IA, paso cuando se invento la tv, todos decian que el cine iba a morir por causa de la tv, pero nunca fue asi, y asi con otras cosas que son parte de la historia audiovisual, siempre habra gente que no querra adaptarse y quedaran obsoletos, yo soy de la idea de adaptarme a las nuevas herramientas de la IA, saludos.",1 star
"Hola estimado Javier, ahora sí me dejaste con la boca abierta o como decimos acá en México me dejaste ¡chiva! Jajaja.
Ya vi el video que me sugeriste y lo pondré en práctica, saludos y bendiciones",5 stars
Saludos y bendiciones. Desde Maracaibo Venezuela,5 stars
"gracias,,se nota que te gusta lo que haces,y da mas valor a tu trabajo",5 stars
"Yo he probado varias IA para generar videos y siempre termino utilizando Kling, creo que es una de las mejores, si no la mejor, saludos!!!",5 stars
"Hola, muchas gracias por tu aporte, en general son muy buenas herramientas. No se si ya has compartido (busque en tus videos pero no encontré) sobre avatar parlante con movimientos de labios, algo como HEDRA que mostraste hace un tiempo, pero los que he visto en unos tutoriales en inglés  se puede hacer  más largos y gratis, pero es una mezcla de herramientas y en algún momento es algo enredado. Los tutoriales que he visto en español es en donde ya están los avatar y no te da opción de subir imagen, y los que sí, te cobran, pero como mencioné previamente si hay , pero entre la explicación en otro idioma que a veces van a la velocidad de la luz, y son varias herramientas, te enredas un poco.  Ojalá puedas subir algo así, gracias.",4 stars
Hola Javier yo tenía una foto de un famoso beso de una amiga que murió el 11de septiembre 2024 subi esa fcoto ala nube y ya no puede recuperar ahora gracias a tu canal lo recupere y me hemocione mucho gracias Javier,1 star
